,country,year,unemployment_rate_oecd,active_pop_oecd,vacancy_rate_lm_v1,vacancy_rate_lm_v2,vacancy_rate_lm_v3,vacancy_rate_oecd,unemployment_level_oecd,vacancy_stock_oecd,vacancy_stock_lm_v1,vacancy_stock_lm_v2,vacancy_stock_lm_v3,vacancy_stock_eurostat,becru_lm_v1,fegap_lm_v1,becru_lm_v2,fegap_lm_v2,becru_lm_v3,fegap_lm_v3,active_pop_growth_oecd
284,United States,1988,5.491666667,121670666.7,4.228538674,4.228538674,4.228538674,4.228538674,NA,NA,NA,NA,NA,NA,4.818892496,0.672774171,4.818892496,0.672774171,4.818892496,0.672774171,1.516721201
285,United States,1989,5.258333333,123850666.7,3.956019112,3.956019112,3.956019112,3.956019112,NA,NA,NA,NA,NA,NA,4.560928322,0.697405011,4.560928322,0.697405011,4.560928322,0.697405011,1.791721916
286,United States,1990,5.616666667,125856666.7,3.330132308,3.330132308,3.330132308,3.330132308,NA,NA,NA,NA,NA,NA,4.324840243,1.291826424,4.324840243,1.291826424,4.324840243,1.291826424,1.619692533
287,United States,1991,6.85,126352416.7,2.453061538,2.453061538,2.453061538,2.453061538,NA,NA,NA,NA,NA,NA,4.099203769,2.750796231,4.099203769,2.750796231,4.099203769,2.750796231,0.393900469
288,United States,1992,7.491666667,128099083.3,2.438898908,2.438898908,2.438898908,2.438898908,NA,NA,NA,NA,NA,NA,4.274507885,3.217158782,4.274507885,3.217158782,4.274507885,3.217158782,1.382376936
289,United States,1993,6.908333333,129185333.3,2.685774407,2.685774407,2.685774407,2.685774407,NA,NA,NA,NA,NA,NA,4.307461533,2.6008718,4.307461533,2.6008718,4.307461533,2.6008718,0.847976404
290,United States,1994,6.1,131046666.7,3.162532165,3.162532165,3.162532165,3.162532165,NA,NA,NA,NA,NA,NA,4.392202888,1.707797112,4.392202888,1.707797112,4.392202888,1.707797112,1.440824036
291,United States,1995,5.591666667,132315166.7,3.239198491,3.239198491,3.239198491,3.239198491,NA,NA,NA,NA,NA,NA,4.255880429,1.335786237,4.255880429,1.335786237,4.255880429,1.335786237,0.967975785
292,United States,1996,5.408333333,133951250,3.240484843,3.240484843,3.240484843,3.240484843,NA,NA,NA,NA,NA,NA,4.186361451,1.221971883,4.186361451,1.221971883,4.186361451,1.221971883,1.236504759
293,United States,1997,4.941666667,136301000,3.456806477,3.456806477,3.456806477,3.456806477,NA,NA,NA,NA,NA,NA,4.13308424,0.808582426,4.13308424,0.808582426,4.13308424,0.808582426,1.754182958
294,United States,1998,4.5,137679833.3,3.671254494,3.671254494,3.671254494,3.671254494,NA,NA,NA,NA,NA,NA,4.064559659,0.435440341,4.064559659,0.435440341,4.064559659,0.435440341,1.01160911
295,United States,1999,4.216666667,139379916.7,3.75876158,3.75876158,3.75876158,3.75876158,NA,NA,NA,NA,NA,NA,3.981136102,0.235530565,3.981136102,0.235530565,3.981136102,0.235530565,1.234809262
296,United States,2000,3.966666667,142585750,3.698514111,3.698514111,3.698514111,3.698514111,NA,NA,NA,NA,NA,NA,3.830244462,0.136422205,3.830244462,0.136422205,3.830244462,0.136422205,2.300068338
297,United States,2001,4.741666667,143768916.7,2.975347738,2.975347738,2.975347738,2.975347738,NA,NA,NA,NA,NA,NA,3.756076037,0.98559063,3.756076037,0.98559063,3.756076037,0.98559063,0.829793066
298,United States,2002,5.783333333,144856083.3,2.371354,2.371354,2.371354,2.371354,NA,NA,NA,NA,NA,NA,3.703286464,2.080046869,3.703286464,2.080046869,3.703286464,2.080046869,0.756190345
299,United States,2003,5.991666667,146499500,2.239445558,2.239445558,2.239445558,2.239445558,NA,NA,NA,NA,NA,NA,3.663060373,2.328606293,3.663060373,2.328606293,3.663060373,2.328606293,1.134516845
300,United States,2004,5.541666667,147379583.3,2.427296988,2.427296988,2.427296988,2.427296988,NA,NA,NA,NA,NA,NA,3.667597417,1.87406925,3.667597417,1.87406925,3.667597417,1.87406925,0.600741527
301,United States,2005,5.083333333,149289166.7,2.717179228,2.717179228,2.717179228,2.717179228,NA,NA,NA,NA,NA,NA,3.716494012,1.366839321,3.716494012,1.366839321,3.716494012,1.366839321,1.29569055
302,United States,2006,4.608333333,151408833.3,2.90385741,2.90385741,2.90385741,2.90385741,NA,NA,NA,NA,NA,NA,3.6581338,0.950199533,3.6581338,0.950199533,3.6581338,0.950199533,1.419839573
303,United States,2007,4.616666667,153123083.3,2.933141484,2.933141484,2.933141484,2.933141484,NA,NA,NA,NA,NA,NA,3.679855502,0.936811164,3.679855502,0.936811164,3.679855502,0.936811164,1.132199464
304,United States,2008,5.8,154321583.3,2.374181118,2.374181118,2.374181118,2.374181118,NA,NA,NA,NA,NA,NA,3.710828814,2.089171186,3.710828814,2.089171186,3.710828814,2.089171186,0.782703675
305,United States,2009,9.283333333,154188500,1.588848642,1.588848642,1.588848642,1.588848642,NA,NA,NA,NA,NA,NA,3.840548341,5.442784993,3.840548341,5.442784993,3.840548341,5.442784993,-0.086237667
306,United States,2010,9.608333333,153885250,1.847073656,1.847073656,1.847073656,1.847073656,NA,NA,NA,NA,NA,NA,4.212754369,5.395578964,4.212754369,5.395578964,4.212754369,5.395578964,-0.196674849
307,United States,2011,8.933333333,153623666.7,2.107260657,2.107260657,2.107260657,2.107260657,NA,NA,NA,NA,NA,NA,4.338762711,4.594570622,4.338762711,4.594570622,4.338762711,4.594570622,-0.169985969
308,United States,2012,8.075,154973833.3,2.360935436,2.360935436,2.360935436,2.360935436,NA,NA,NA,NA,NA,NA,4.366297475,3.708702525,4.366297475,3.708702525,4.366297475,3.708702525,0.878879339
309,United States,2013,7.358333333,155397500,2.513941665,2.513941665,2.513941665,2.513941665,NA,NA,NA,NA,NA,NA,4.300979046,3.057354288,4.300979046,3.057354288,4.300979046,3.057354288,0.273379484
310,United States,2014,6.175,155920250,2.927267412,2.927267412,2.927267412,2.927267412,NA,NA,NA,NA,NA,NA,4.251573387,1.923426613,4.251573387,1.923426613,4.251573387,1.923426613,0.336395373
311,United States,2015,5.266666667,157138083.3,3.415062325,3.415062325,3.415062325,3.415062325,NA,NA,NA,NA,NA,NA,4.24098985,1.025676816,4.24098985,1.025676816,4.24098985,1.025676816,0.781061686
312,United States,2016,4.866666667,159187500,3.573465602,3.573465602,3.573465602,3.573465602,NA,NA,NA,NA,NA,NA,4.170235716,0.696430951,4.170235716,0.696430951,4.170235716,0.696430951,1.304213863
313,United States,2017,4.35,160319333.3,3.675671321,3.675671321,3.675671321,3.675671321,NA,NA,NA,NA,NA,NA,3.998646052,0.351353948,3.998646052,0.351353948,3.998646052,0.351353948,0.711006413
314,United States,2018,3.891666667,162073833.3,4.382056326,4.382056326,4.382056326,4.382056326,NA,NA,NA,NA,NA,NA,4.129588664,-0.237921998,4.129588664,-0.237921998,4.129588664,-0.237921998,1.094378303
315,United States,2019,3.675,163529916.7,4.377027853,4.377027853,4.377027853,4.377027853,NA,NA,NA,NA,NA,NA,4.010682904,-0.335682904,4.010682904,-0.335682904,4.010682904,-0.335682904,0.898407413
316,United States,2020,8.091666667,160754916.7,3.958458502,3.958458502,3.958458502,3.958458502,NA,NA,NA,NA,NA,NA,5.659551812,2.432114855,5.659551812,2.432114855,5.659551812,2.432114855,-1.696937207
317,United States,2021,5.358333333,161204000,6.093572947,6.093572947,6.093572947,6.093572947,NA,NA,NA,NA,NA,NA,5.714139921,-0.355806588,5.714139921,-0.355806588,5.714139921,-0.355806588,0.279359004
318,United States,2022,3.633333333,164292416.7,6.804787602,6.804787602,6.804787602,6.804787602,NA,NA,NA,NA,NA,NA,4.972329597,-1.338996264,4.972329597,-1.338996264,4.972329597,-1.338996264,1.915843693
