,year,ccode,ACCU,PUCA,PRCA,PUINV,PRINV,UDENS,LTU,TFP,INFL,EPL,OG,TGLOB,FGLOB,EGLOB,LRG_pg,LRG_cp,OCR,PS,ROP,UNR,VACR,BECRU,FEGAP,Eighties,Nineties,FinancialCrisis,EuroCrisis,CovidCrisis,DCOU_AUT,DCOU_DEU,DCOU_SWE,DCOU_GBR,DCOU_USA,DCLU_CON,DCLU_SOD,DCLU_LIB,DCLU_LIBEU,DCLU_LIBUS,DCLU_MED
414,2012,USA,8.316288457,1.628426364,6.687862133,3.820797118,15.69181445,10.8,29.29325232,0.507101953,2.069337,0.09,-1.3706751,55,75.75,65.37,3.752854286,5.2352,30.147906,24.9330129,7.5167813,8.075,2.360935436,4.366297475,3.708702525,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
415,2013,USA,8.472458636,1.531326188,6.941133821,3.564662514,16.15775903,10.8,25.91234503,0.294053282,1.464833,0.09,-1.1633055,54.65,76.23,65.44,3.752854286,5.2352,29.8901724,25.0964763,7.50138,7.358333333,2.513941665,4.300979046,3.057354288,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
416,2014,USA,8.743800003,1.478824747,7.264975357,3.433295233,16.86664043,10.7,23.02173235,0.448198433,1.622223,0.09,-0.7237073,56.26,77.7,66.98,3.486057143,5.336,29.3780755,24.9272946,7.3231594,6.175,2.927267412,4.251573387,1.923426613,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
417,2015,USA,8.887459227,1.486270087,7.401190607,3.419759376,17.02940212,10.6,18.65203762,0.701477124,0.1186271,0.09,-0.0094641,55.52,76.4,65.96,3.409434286,5.2606,29.5123837,24.8572768,7.3359749,5.266666667,3.415062325,4.24098985,1.025676816,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
418,2016,USA,8.902272018,1.495767507,7.406504419,3.423061347,16.94977252,10.3,17.04706641,-0.0127904,1.261583,0.09,-0.2953738,55.93,78.54,67.23,3.752854286,5.2352,29.3453274,25.0698864,7.3568402,4.866666667,3.573465602,4.170235716,0.696430951,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
419,2017,USA,9.05628555,1.504858216,7.551425271,3.431048433,17.21710761,10.3,15.10595647,0.686274677,2.13011,0.09,0.0151038,56.04,79.67,67.86,6.092727143,7.6151,29.1935927,24.8586983,7.2571471,4.35,3.675671321,3.998646052,0.351353948,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
420,2018,USA,9.269391939,1.536225915,7.733166338,3.466785492,17.4513583,10.1,13.34916865,1.03236946,2.442583,0.09,1.0221836,55.05,79.8,67.42,6.557335714,8.3457,29.1888409,25.1500642,7.3410122,3.891666667,4.382056326,4.129588664,-0.237921998,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
421,2019,USA,9.306520505,1.558430701,7.748090686,3.513019972,17.46577329,9.9,12.69788369,0.652001749,1.81221,0.09,1.1810837,54.44,80.55,67.5,6.655628571,8.4708,29.0203099,24.7300409,7.1767345,3.675,4.377027853,4.010682904,-0.335682904,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
422,2020,USA,9.023259842,1.588893709,7.434366266,3.753509761,17.56251295,10.3,5.623358566,0.003719821,1.233584,NA,-3.4355425,53.28,80.36,66.82,6.655462185,8.470588235,NA,NA,NA,8.091666667,3.958458502,5.659551812,2.432114855,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
423,2021,USA,9.33981085,1.525860129,7.813951175,3.461223099,17.72497216,NA,23.14471243,2.990880961,4.697859,NA,0.7032896,NA,NA,NA,NA,NA,NA,NA,NA,5.358333333,6.093572947,5.714139921,-0.355806588,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
424,2022,USA,9.129325051,1.451239226,7.675028836,3.332850202,17.62612321,NA,NA,-1.181827317,8.0028,NA,0.4894745,NA,NA,NA,NA,NA,NA,NA,NA,3.8,7.00729749,5.160206436,-1.360206436,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
